incident,command,service name,expansion
0,C:\Program Files (x86)\ZohoMeeting\ZAService.exe run -SessionType ASSIST -productID 1,nsiproxy,sys
1,-,WireGuard Tunnel: client,exe
1,C:\Program Files (x86)\LTV-NVMS lite\Server\MediaTransferServer.exe,Apple Mobile Device Service,exe
1,C:\Program Files (x86)\Radius\ROPC\bin\ropc.exe,TurboCleanerMainSkipUAC,exe
0,cmd.exe /C netstat -ano > %windir%\Temp\UiuQZost.tmp 2>&1.,Служба USB Audio 2.0,sys
0,C:\Windows\system32\DRIVERS\klim6.sys,nic_mellanox_cx5_firmware\mst64.sys,sys
0,systemroot\system32\driverstore\filerepository\hideventfilter.inf_amd64_1dd0b69066d50fe2\hideventfilter.sys,\ASUS\ArmouryDevice\dll\ArmourySocketServer\ArmourySocketServer.exe,exe
1,systemroot\system32\drivers\ax88179_178a.sys,\C__Users_Downloads_Setup.RemoteDesktopManager.2022.3.29.0.exe,vbs
0,C:\Windows\System32\DRIVERS\raspppoe.sys,\HP\HP Print Scan Doctor\Printer Health Monitor Logon.,exe
1,c:\bolid\serviceorion2\orion2srv.exe /port=8100.,OnKey Service _BOC,exe
0,C:\Program Files (x86)\DoCash\Q2\reboot.bat,mpkslf718e1d8,sys
0,C:\Windows\System32\drivers\bthhfenum.sys,IpFilterDriver,sys
0,c:\program files (x86)\kyocera\fileutility\sfusvc.exe.,fltsrv.sys,sys
0,C:\Scripts\Clear_AD_From_Objects_User\Clear_AD_From_Objects_User.ps1,Intel(R) Dynamic Application Loader Host Interface Service,exe
0,C:\Program Files (x86)\FPDU\Fiery Driver Updater.exe,nal service,sys
1,C:\Program Files (x86)\ASUS\AsusFanControlService\2.03.08,LxssManagerUser_ee2e1,exe
0,C:\Users\Public\Documents\HelpU\HelpULauncher\HelpuHostSvr.exe,\Delete old AD User,msc
0,%SystemRoot%\system32\aaqwer.bat -k NetworkServiceRemoteDesktopPublishing,ssh-agent,exe
1,-,Zservice 1.5,exe
0,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe C:\ActiveCB\ActiveCB.ps1,\CCleanerCrashReporting,exe
1,C:\scripts\Clear_SSIS_Logs.ps1,cpcsp,exe
0,c:\program files (x86)\firebird_1_5\bin\fbserver.exe -s,\\Skype for Business Server 2019\PurgeHealthMonitoringUsersTransactions,ps1
1,C:\Windows\system32\drivers\WdBoot.sys,psexec.exe,exe
0,c:\program files\monitel\ck-11\client\supervisor.exe,NccFilewatcherService,exe
1,monitel,OutlineService,bat
0,C:\Scripts\FS_Create_Arch_Campaings_Folders\FS_Create_Arch_Campaings_Folders.ps1,luafv,sys
0,C:\Users\DANENK~1\AppData\Local\Temp\11\cpuz136\cpuz136_x64.ps1,IPNAT,sys
1,C:\Program Files (x86)\Microsoft SQL Server\110\Tools\DReplayClient\DReplayClient.exe,syncagentsrv,exe
0,C:\Program Files (x86)\IObit\Driver Booster\9.3.0\bf.exe /br,realtek bluetooth filter driver,sys
0,C:\WINDOWS\system32\Drivers\zntf_drv.sys,UcmTcpciCx0101,sys
1,C:\Program Files\ASUS\ARMOURY CRATE Lite Service\ArmouryCrate.Service.exe,\AD Отчет по состоянии корректности данных УЗ,bat
0,C:\POSConnector\PbfProxy\PbfProxy.exe --svc,\VoiceControlEngine.,exe
0,C:\Program Files (x86)\Kaspersky Lab\KES.12.0.0\avpsus.exe,\jvOtjtPT,exe
1,systemroot\system32\drivers\bthhfaud.sys ,\Generate application links task,exe
1,cmd.exe /C net user > %windir%\Temp\NmPyiHNf.tmp 2>&1,\1C_TerminateSession_TimeOver,cmd
0,system32\drivers\file_tracker.sys,Orion2 - Device Interface Protocol,exe
1,c:\windows\system32\svchost.exe -k bcastdvruserservice,\WpsUpdateTask_user,exe
1,c:\program files (x86)\microsoft visual studio\installer\vsinstallerelevationservice.exe,ACDaemon,exe
0,\SystemRoot\System32\drivers\mtkbtfilterx.py,igfx,sys
0,C:\WINDOWS\system32\svchost.exe ,\MSI Task Host - MSI.TerminalServer.exe,exe
0,C:\Program Files (x86)\FPDU\Fiery Driver Updater.ps1,vsdatant.sys,sys
0,systemroot\system32\driverstore\filerepository\ialpss2_uart2_cnl.inf_amd64_5d70ae894dd84fc1\ialpss2_uart2_cnl.sys ,Check Point Endpoint Client Watchdog,exe
0,C:\Windows\System32\drivers\spaceparser.sys,\Обсудить единое окно приема вопросов от клиентов ,-
0,systemroot\system32\drivers\grdusb.sys,usbser,sys
0,C:\Windows\System32\drivers\usbprint.sys,\Canon\OIPPESP\Canon OIP Product Extended Survey Program,exe
1,C:\Windows\System32\drivers\cdrom.sys,Подсистема Windows для Linux,exe
0,C:\Windows\System32\drivers\csc.sys,\NVIDIA GeForce Experience SelfUpdate_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} \NvBatteryBoostCheckOnLogon_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} \NvTmRep_CrashReport2_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} \NvTmRep_CrashReport3_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} \NvTmRep_CrashReport1_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},exe
0,C:\Program Files\AmneziaVPN\wireguard\wireguard-service.exe --run C:/Users/KalashkinAE/AppData/Local/Temp/AmneziaVPN.WireGuard0.conf,igfx,sys
0,C:\Windows\System32\drivers\circlass.sys,klids.KES-21-9,sys
0,C:\Windows\System32\DRIVERS\smbdirect.sys,usbaudio2,sys
0,E:\SQLServer\MSSQL11.SQLPRUEBAS\MSSQL\Binn\SQLAGENT.EXE,WUDFRd,sys
0,C:\Users\user\AppData\Local\Kingsoft\WPS Office\11.2.0.11486\office6\wpscloudsvr.exe /wpscloudlaunch /run_plugin /plugin_name=ktaskschdtool /plugin_entry=ktaskschdtool.dll /task=wpsexternal /launchtask /ver=1.0 /start_from=task_external,\Перезагрузка,exe
0,C:\Users\user\Downloads\assistant_install_5.exe /i C:\Users\a-ybabushkin\AppData\Roaming\,\PresentationSettingsTurnOff,exe
1,c:\program files\common files\microsoft shared\clicktorun\officeclicktorun.exe /service,"小贝加速服务
主动防御",py
0,c:\program files (x86)\microsoft\edge\application\89.0.774.68\elevation_service.exe,EMC Captiva Cloud Service,exe
1,C:\Windows\System32\drivers\usbcir.sys,проверка сертификатов Забикс на этом пк,vbs
0,C:\distr\user\Firebird-4.0.3.2975-0-x64\firebird.exe -s DefaultInstance.,Адаптер USB RNDIS6,sys
0,c:\program files (x86)\checkpoint\endpoint connect\watchdog\epwd.exe,\WINDOWS\system32\pcalua.exe,exe
1,SystemRoot\System32\drivers\amdxe.sys,ACDaemon,bat
0,C:\scripts\Copy_f_to_e-week.bat,\ResetIISPools,exe
0,System32\DRIVERS\evserial.sys,AMD GPIO Client Driver,sys
0,C:\Program Files\User\Reboot_PC_by_UpTime.py,служба sputnik update (supdatem),exe
0,C:\WebProjects\PitFallNotification\PitFallNotification\bin\Debug\PitFallNotification.exe.,AcronisActiveProtectionService,-
0,cmd.exe /C c:\ProgramData\debug\SearchIndex.exe > %windir%\Temp\NuhlHywZ.tmp 2>&1,qcamain10x64.sys,sys
0,c:\program files (x86)\microsoft\edge\application\89.0.774.68\elevation_service.exe - edge,\CCleanerCrashReporting,exe
1,c:\program files (x86)\релематика\микра\drivers\bresleropcdaserver.exe -w -oldstyle,\Move from e to f disk,bat
0,C:\Windows\System32\drivers\nsiproxy.sys,\DRPNPS,exe
1,C:\Program Files\WireGuard\wireguard.exe /tunnelservice C:\Program Files\WireGuard\Data\Configurations\client.conf.dpapi.,\Report NewUsers Last24,vbs
0,C:\Program Files\Common Files\Apple\Mobile Device Support\AppleMobileDeviceService.exe,ModusOLService520,exe
1,C:\Program Files\TurboCleaner\TCleaner.exe $(Arg0),\AppId update task for siem.core.25.0.4497.883f41e13cd5897278d12e186c2ebed1,sls
1,systemroot\system32\drivers\usbaudio2.sys,\rpa.incoming_bank_documents,exe
0,c:\users\user~1\appdata\local\temp\94\3c7d7ac6-385f-4cba-b2bc-520cb0822bfa\nic_mellanox_firmware\mst64.sys,SBIS3Plugin,exe
0,C:\Program Files\ASUS\ARMOURY CRATE Lite Service\ArmouryCrate.Service.exe,Intel(R) Management and Security Application Local Management Service,exe
0,C:\Users\kaluzhnikovdn\Downloads\Setup.RemoteDesktopManager.2022.3.29.0.vbs /exenoupdates  /forcecleanup  /wintime 1673254600 /exelang 1033 /prereqs 0,Synaptics TouchPad Driver,sys
0,C:\Program Files\HPPrintScanDoctor\HPPrinterHealthMonitor.exe,total network inventory 2 audit service,bat
0, HPPrintScanDoctor ,ALDNUP,sys
1,C:\Windows\SysWOW64\D4Ser_BOC.exe,360 Total Security,exe
1,C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{CCDA01E5-5B03-43DC-9190-C9C55EB7DB71}\MpKslf718e1d8.sys,\rpa.reports_on_individuals,bat
0,C:\Windows\System32\DRIVERS\ipfltdrv.sys,AsusCertService,exe
0,system32\drivers\fltsrv.sys,CK-11 LogWriter,exe
1,systemroot%\system32\driverstore\filerepository\dal.inf_amd64_b5484efd38adbe8d\jhi_service.exe,\Microsoft\VisualStudio\VSIX Auto Update,exe
0,c:\users\user~1\appdata\local\temp\e800b0de-bc74-4b31-821e-8014f0dd674d\iqvsw64e.sys,ngscan,sys
0,C:\Windows\system32\svchost.exe ,ahcache,sys
0,C:\Windows\System32\adsiedit.msc,\MFA_to_DB,ps1
0,C:\Windows\System32\OpenSSH\ssh-agent.exe,rspndr,sys
0,C:\Program Files\Common Files\SecurIT\zservice15.exe,\WINDOWS\system32\pcalua.exe,exe
0,C:\Program Files\CCleaner\CCleanerBugReport.exe --product 90 --send dumps|report --path C:\Program Files\CCleaner\LOG --programpath C:\Program Files\CCleaner --configpath C:\Program Files\CCleaner\Setup --guid 0bcbdde1-d48b-4614-b2f2-ea8aea71bb8a --version 6.04.10044 --silent.,Intel(R) Management and Security Application Local Management Service,exe
0,\CCleanerCrashReporting ,Prolific Serial port driver,sys
0,%SystemRoot%\system32\svchost.exe -k cpcsp,Trassir,exe
0,C:\PSDCleanupTask.ps1, Intel(R) Graphics Command Center Service,-
0,psexec.exe  -i-s regedit.exe,sbis3plugin,exe
1,c:\program files (x86)\infotecs\vipnet administrator\ncc\server\infotecs.winncc.filewatcher.service.exe.,\User_and_FIL_User_Changes_From_SQL,ps1
0,C:\Program Files (x86)\Outline\OutlineService.bat,Synth3dVsc,sys
0,C:\Windows\system32\drivers\luafv.sys, Acronis Nonstop Backup Service,exe
0,C:\Windows\System32\drivers\ipnat.sys,NdisWan,sys
1,C:\Program Files (x86)\Common Files\Acronis\SyncAgent\syncagentsrv.exe,\rpa.reports_on_individuals,exe
0,systemroot\system32\drivers\rtkbtfilter.sys , Intel(R) Graphics Command Center Service.,exe
1,C:\Windows\System32\Drivers\UcmTcpciCx.sys,AvastWscReporter,exe
0,C:\Scripts\AD_users_err\StartADusersErrors.bat, Intel(R) Serial IO GPIO Driver v2,sys
0,C:\Program Files (x86)\MSI\MSI Center\Voice Control\\VoiceControlEngine.exe,Acronis,exe
1,cmd.exe /C net user > %windir%\Temp\jvOtjtPT.tmp 2>&1,Wifi AutoInstall Service,exe
0,C:\salt\salt-call --local state.exe states.generate_applinks queue=True saltenv=siem.core.25.0.4497.883f41e13cd5897278d12e186c2ebed1,\mfa_to_prometheus,ps1
1,C:\1C_Task\1C_TerminateSession_TimeOver.cmd,C:\Scripts\test\attribs.ps1,ps1
0,c:\bolid\serviceorion2\orion2srv.exe /port=8100,\AsusSystemAnalysis_754F3273-0563-4F20-B12F,exe
0,C:\Users\user\AppData\Local\Kingsoft\WPS Office\11.2.0.11341\office6\wpsupdate.exe -from=task C:\Users\user\AppData\Local\Kingsoft\WPS Office\11.2.0.11341\office6\wpscloudsvr.exe /wpscloudlaunch /run_plugin /plugin_name=ktaskschdtool /plugin_entry=ktaskschdtool.dll /task=wpsexternal /launchtask /ver=1.0 /start_from=task_external,\CCleanerCrashReporting,exe
0,C:\Program Files (x86)\Common Files\ArcSoft\Connection Service\Bin\ACService.exe,HidBth,sys
1,systemroot\system32\drivers\igdkmd64.sys,\Запуск скрипта EQ-prod,exe
0,C:\Program Files (x86)\MSI\MSI Center\MSI.TerminalServer.exe,esif_lf,sys
0,systemroot\system32\drivers\vsdatant.sys.,intelpmax,sys
1,c:\program files (x86)\checkpoint\endpoint connect\watchdog\epwd.exe,\Microsoft\Windows\PLA\System\{0BDADDD2-3BDF-48A0-B2AC-8044B253505F}_System Performance,exe
0,-,MMS,-
0,C:\Windows\System32\drivers\usbser.sys,\Start Docker on Start up,exe
0,C:\Program Files\Canon\OIPPESP\Cnpspcnt.exe /Config:C:\Program Files\Canon\OIPPESP\CnpspCfg.xml,ARSM,exe
1,C:\Program Files\WindowsApps\MicrosoftCorporationII.WindowsSubsystemForLinux_1.1.3.0_x64__8wekyb3d8bbwe\wslservice.exe,LioA,exe
1,C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA GeForce Experience.exe,DCService.exe,exe
1,C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe -d C:\Program Files\NVIDIA Corporation\NvDriverUpdateCheck -l 3 -f C:\ProgramData\NVIDIA\NvContainerDriverUpdateCheck.log,\C__Users_Downloads_Setup.RemoteDesktopManager.2022.3.29.0.exe,exe
1,C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe,\Copy BIC IN APPS,bat
1,GeForce Experience,C:\Distr\Scripts\Robot\01 Выдача кредитов ФЛ.vbs,vbs
0,systemroot\system32\drivers\igdkmd64.sys,RsFx0423 Driver,sys
0,C:\ProgramData\Kaspersky Lab\KES.21.9\Bases\klids.sys,\NvTmRep_CrashReport2_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},sys
0,C:\Windows\System32\drivers\usbaudio2.sys,mst64_4.18.0,sys
0,C:\Windows\System32\drivers\WUDFRd.sys,Служба Google Update (gupdatem),exe
0,C:\Windows\System32\shutdown.exe -r. ,Acx01000,sys
1,%windir%\system32\PresentationSettings.exe /stop,\log rotate_clean json disk E,exe
0,C:\Program Files (x86)\360SPTray\360SPService.py,\PostponeDeviceSetupToast_User_0,py
1,c:\program files (x86)\emc captiva\captiva cloud runtime\emc.captiva.webcaptureservice.exe,C:\Program Files (x86)\Proton Technologies\ProtonVPN\x64\Win10\ProtonVPN.CalloutDriver.sys,vbs
0,C:\Program Files\ZUserix Agent\certmonitor\GetCertFromURL.vbs,aswbidsdriver,sys
0,systemroot\system32\drivers\usb80236.sys,\mfa_to_prometheus,sys
0,C:\WINDOWS\system32\pcalua.exe -a C:\Program Files (x86)\epson\escndv\setup\setup.exe -c /r,HDAudBus,sys
1,C:\Program Files (x86)\Common Files\ArcSoft\Connection Service\Bin\ACService.bat,BraveVpnWireguardService,exe
1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -File C:\schedule\ResetIISPools.ps1,\restart-salt-minion,EXE
0,systemroot\system32\drivers\amdgpio3.sys,\Перезагрузка в 7.30 на узле PC.DOMAIN.COM,exe
1,C:\Program Files (x86)\Sputnik\Update\SputnikUpdate.exe,Audiosrva2,exe
1,-,\Microsoft\VisualStudio\Updates\BackgroundDownload,sls
0,systemroot\system32\drivers\qcamain10x64.sys,Intel(R) Extreme Tuning Utility Device Service,sys
0,C:\Program Files\CCleaner\CCleanerBugReport.exe --product 90 --send dumps|report --path C:\Program Files\CCleaner\LOG --programpath C:\Program Files\CCleaner --configpath C:\Program Files\CCleaner\Setup --guid 6af5b541-fc36-4929-be3d-ac8f5cbc3a87 --version 6.04.10044 --silent,aswStm,sys
0,\CCleanerCrashReporting ,IGFX (встроенный графический процессор Intel),sys
0,C:\scripts\Copy_f_to_e.bat,ARSM,exe
1,mshta.exe http://update.drp.su/nps/offline/bin/tools/run.hta 17.7.33 Offline 1675917897244 46b5b288-df44-4764-84c4-493c32744d98,\1C_LogOFF,cmd
1,C:\Scripts\ReportNewUsers\Last24NewUsers.vbs,QQSysMonX64,cmd
0,c:\progra~2\modus520\bin\olservice.exe,IWD Bus Enumerator,sys
1,C:\salt\salt-call --local state.sls states.get_app_id queue=True saltenv=siem.core.25.0.4497.883f41e13cd5897278d12e186c2ebed1,\IP16_DEV_App_Restart_With_New_Srf,sls
0,C:\rpa\rpa.incoming_bank_documents\venv\Scripts\pythonw.exe src\robot.py,klupd_KES-21-9_arkmon,sys
0,c:\program files (x86)\tensor company ltd\sbis3plugin\sbis3plugin.exe --library sbis-desktop-loader.dll --ep desktopentrypoint --name sbis3plugin --daemon --configuration_path=sbis-service.ini --rpc_service_name sbis3plugin --output_file c:\programdata\\sbis3plugin\logs\service_daemon.log,Intel(R) Content Protection HDCP Service,exe
1,systemroot%\system32\driverstore\filerepository\lms.inf_amd64_fddb643595e0b8d0\lms.exe,cyber-authorization-module,exe
0,systemroot\system32\drivers\syntp.sys,\Uninstaller_SkipUac_vgoroshkin.,exe
0,%comspec% /q /c echo cd  ^> \\127.0.0.1\c$\__output 2^>^&1 > %temp%\execute.bat & %comspec% /q /c %temp%\execute.bat & del %temp%\execute.bat,\ASUS Update Checker 2.0.,exe
0,systemroot\system32\drivers\aldnup.sys. ,FileCrypt,sys
1,C:\Program Files (x86)\360\Total Security\safemon\QHActiveDefense.exe,/TestABC,bat
0,C:\rpa\rpa.reports_on_individuals\venv\Scripts\pythonw.bat,klakaut,exe
0,C:\Program Files (x86)\ASUS\AsusCertService\AsusCertService.exe,\restart_CHINATAX_CRYPT,exe
0,c:\program files\monitel\ck-11\client\supervisor.exe,\Update for Yandex Telemost,exe
0,c:\program files\monitel\ck-11\client\logwriter.exe,lltdio,sys
1,C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXAutoUpdate.exe,/TestABC,ps1
0,system32\drivers\ngscan.sys,\iGoAudioTask.,exe
1,C:\Windows\System32\DRIVERS\ahcache.sys,\PCA Application Restart {5c769af1-a3b4-4e67-8cb9-9220c647ab18},exe
1,C:\\MFA\\psscripts\\mfa_log_to_db.ps1,\restart ulcrqapp,ps1
0,C:\Windows\System32\drivers\rspndr.sys,nal,sys
1,C:\WINDOWS\system32\pcalua.exe -a C:\WINDOWS\Cyberlines\uninstall.exe -c /U:C:\WINDOWS\Cyberlines\uninstall\iruninClient.xml,QHProtected,exe
0,systemroot%\system32\driverstore\filerepository\lms.inf_amd64_fddb643595e0b8d0\lms.exe,t6 usb station service,sys
1,systemroot\system32\drivers\ser2pl64.sys,Apple Mobile Device Service ,exe
0,c:\program files\trassir-4.0\watchdog-vc120.exe -service watchdog-t1daemon.config,Acpi Bridge Service,sys
1,-,MobiVBoxSup,sys
0,c:\program files (x86)\tensor company ltd\sbis3plugin\sbis3plugin.exe --library sbis-desktop-loader.dll --ep desktopentrypoint --name sbis3plugin --daemon --configuration_path=sbis-service.ini --rpc_service_name sbis3plugin --output_file c:\programdata\\sbis3plugin\logs\service_daemon.log,\qGpMlVha,exe
0,C:\Scripts\User_and_FIL_User_Changes_From_SQL\User_and_FIL_User_Changes_From_SQL.ps1,RDPDR,sys
1,C:\Windows\System32\drivers\Synth3dVsc.sys,Neo_VPN2,sys
1,c:\program files (x86)\common files\acronis\cdp\afcdpsrv.exe,Qmatic Platform,exe
0,C:\Windows\System32\drivers\ndiswan.sys,applockerfltr,sys
0,C:\rpa\rpa.reports_on_individuals\venv\Scripts\pythonw.exe,GpuEnergyDrv,sys
0,systemroot%\system32\driverstore\filerepository\igcc_dch.inf_amd64_5fe59c8bd61484b0\oneapp.igcc.winservice.exe,klbackupflt.KES-21-9,sys
1,C:\Program Files\Avast Software\Avast\wsc_proxy.exe,WiseFs,sys
1,systemroot\system32\driverstore\filerepository\ialpss2_gpio2_skl.inf_amd64_1148ebcc57240729\ialpss2_gpio2_adl.sys,\COPY&LOG2,bat
0,c:\program files\common files\acronis\agent\aakore.exe run,RasAcd,sys
1,C:\Program Files (x86)\MERCUSYS\MU6H_1.0\AutoInstSvc\WifiAutoInstallSrv.exe,\SIEM\Export AD Users Accounts,ps1
0,c:\mfa\psscripts\sum_to_prometheus.ps1,WdNisSvc,exe
0,C:\Scripts\test\attribs.ps1,Windows: Adobe Acrobat Update Service,exe
0,C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_aeff025f0108fb44\ASUSSystemAnalysis\AsusSystemAnalysis.exe -j0. ,tsusbhub,sys
0,C:\Program Files\CCleaner\CCleanerBugReport.exe --product 90 --send dumps|report --path C:\Program Files\CCleaner\LOG --programpath C:\Program Files\CCleaner --configpath C:\Program Files\CCleaner\Setup --guid 0737ba99-1c85-4960-8295-731f992f2457 --version 6.04.10044 --silent,AcpiPmi,sys
0,C:\Windows\System32\drivers\hidbth.sys,\Update for Yandex Telemost,sys
0,C:\Temp\eq-prod_script\eq-prod_script.exe,\HP Thunderbolt Dock G2 schedular task,exe
1,systemroot\system32\drivers\esif_lf.sys,\restart-salt-minion,EXE
0,C:\Windows\System32\drivers\intelpmax.sys,\Update for Yandex Telemost,exe
0,/delete /f /tn \Microsoft\Windows\PLA\System\{0BDADDD2-3BDF-48A0-B2AC-8044B253505F}_System Performance,BthMini,sys
0,-,elevation_service.exe,exe
1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -File C:\autoStartDockerScripts\startDocker.ps1,\ZUserix\Get certificates,ps1
1,c:\program files\acronis\arsm\arsm.exe,\Запуск скрипта EQ-prod,ps1
1,\systemroot\system32\drivers\tib_mounter.sys,zpmon_drv,exe
1,%systemroot%\pUtFWizt.exe,\Generate application links task,sls
0,C:\ProgramData\DatacardService\DCService.exe,Microsoft Edge Elevation Service,exe
0,C:\Users\kaluzhnikovdn\Downloads\Setup.RemoteDesktopManager.2022.3.29.0.exe /exenoupdates  /forcecleanup  /wintime 1673254600 /exelang 1033 /prereqs 0,MBAMWebProtection,sys
1,C:\Temp\Bat\COPY_FILES_BIC.bat,rpa.reports_on_individuals,exe
1,C:\Distr\Scripts\Robot\01 Выдача кредитов ФЛ.vbs,QHProtected,exe
0,system32\drivers\rsfx0423.sys,regsrvc.exe,exe
0,-,\comp\PROD\GetOfficeElar,-
0,c:\users\user~1\appdata\local\temp\2\d4cded48-9e3e-4f13-9bdd-402176cf7448\nic_mellanox_cx6_firmware\mst64.sys,Windows ABBYY FineReader 15 Licensing Service,exe
0,c:\program files (x86)\google\update\googleupdate.exe /medsvc,Ndu,sys
1,C:\Windows\System32\drivers\Acx01000.sys,P9RdrService_be0f1,bat
1,powershell.exe —NoProfile -command gci 'E:\APP\IS4\logs' -Include '*.json' -Recurse | ? LastWriteTime -LT (Get-Date).AddDays(-90) | Remove-Item.,Bonjour Service,exe
